condition,scenario,method,param,attack,side,n_clusters,n_trajectories,hit,hit_low,hit_high,error_cells,error_cells_low,error_cells_high,error_m,error_m_low,error_m_high,peak,peak_low,peak_high,logloss,logloss_low,logloss_high,covered95,covered95_low,covered95_high,credible95,credible95_low,credible95_high,entropy,entropy_low,entropy_high,prior_hit,prior_hit_low,prior_hit_high,raw_completion,raw_completion_low,raw_completion_high,coverage,coverage_low,coverage_high,reward,reward_low,reward_high,latency_slots,latency_slots_low,latency_slots_high,gate_us_p50,gate_us_p50_low,gate_us_p50_high,gate_us_p95,gate_us_p95_low,gate_us_p95_high,ece,ece_low,ece_high,utility,utility_low,utility_high
geolife_adaptive_privic_0.1,geolife,privic,0.1,adaptive,8.0,67,67,0.22319951307805042,0.17281493670245357,0.27741052925593673,2.0059653454313504,1.8110852602808931,2.2411633504248987,8445.408021004132,7630.389428628273,9428.013389682677,0.24706139711164088,0.2261538196397827,0.2671554625217004,2.798876534257691,2.566760821628852,3.038061686790143,0.9449626865671644,0.9138603855721392,0.9717117537313433,24.732276119402975,23.178288246268654,26.368252487562188,3.9039121467673943,3.780992683400773,4.032860980412423,0.015625,0.015625,0.015625,0.04465143419028724,0.03649595178046016,0.05254500994613935,0.6666666666666666,0.5706972064393939,0.7550844988344988,1.5820895522388059,1.2835820895522387,1.8656716417910448,1.0,1.0,1.0,2.077440298507463,2.0718160447761194,2.0823955223880595,2.2687134328358205,2.246538880597015,2.2917378544776112,0.21242124480916352,0.1920349056058666,0.23266656955067513,0.41245136186770426,0.3516663800112578,0.46970153340635273
geolife_adaptive_privic_0.3,geolife,privic,0.3,adaptive,8.0,67,67,0.2718875983320231,0.22196932547249584,0.3246469623027872,1.6857313647756045,1.5028093197166708,1.8565082361862835,7113.857991145207,6342.8451436477035,7834.2996926827,0.3060637305676199,0.2794345349024509,0.333532233388179,2.6436757795095964,2.4201640582335435,2.8599108819892094,0.9238184079601991,0.896144278606965,0.9505752487562187,19.265858208955223,17.602907338308455,20.85089396766169,3.4536450850760345,3.2961323698070117,3.6098017028471348,0.015625,0.015625,0.015625,0.07690204829042963,0.06538905157309007,0.0873242738631966,0.8463541666666666,0.7739853896103894,0.9086114557485524,2.7313432835820897,2.3279850746268655,3.1044776119402986,1.0,1.0,1.0,2.0690149253731343,2.0640610074626866,2.0736865671641787,2.231540298507463,2.218196847014926,2.2461108395522382,0.22077363031664737,0.20490767358134865,0.23706763463060007,0.7120622568093385,0.6483504842615011,0.7715679503395021
geolife_adaptive_privic_1,geolife,privic,1.0,adaptive,8.0,67,67,0.19853245246748744,0.14744042398755622,0.25058089208584794,1.7105124752682757,1.5082271525412412,1.9306232250459718,7215.687380075907,6366.214639948714,8140.517217970459,0.26448486300570023,0.24288146460568552,0.2884329761832369,2.7256412332499256,2.501075275092187,2.9709552429266335,0.9263059701492536,0.8883395522388059,0.9601990049751243,19.395211442786067,17.74102145522387,20.8989894278607,3.568775172565129,3.4166737321980776,3.702260827294977,0.015625,0.015625,0.015625,0.08235988849405083,0.07084117432216208,0.09307213379172172,0.8593749999999999,0.7909681309767761,0.9219576719576719,2.925373134328358,2.5223880597014925,3.328358208955224,1.0,1.0,1.0,2.0560671641791046,2.0510964552238806,2.0610001865671648,2.2239865671641788,2.207469514925373,2.2404987126865668,0.23547191812387977,0.2142731870346296,0.2579885602234176,0.7626459143968871,0.70501876759462,0.8255900086132645
geolife_adaptive_privic_3,geolife,privic,3.0,adaptive,8.0,67,67,0.3327656464652638,0.2802321049348054,0.39234220342968446,1.4713301648732848,1.2816455909420286,1.6645876634745238,6206.85155109893,5404.819853196635,7024.127578870723,0.36817019126639156,0.3401817395575029,0.39759816769592343,2.40165040591343,2.1643966376517607,2.634537983803611,0.9281716417910445,0.8892957089552236,0.9617537313432836,16.00031094527363,14.507975746268661,17.500202114427864,3.075117934226673,2.9208517725389664,3.230596161238444,0.015625,0.015625,0.015625,0.1000343931541775,0.08805362352711925,0.11076578580429498,0.9817708333333334,0.9628205128205127,0.996268656716418,3.5522388059701493,3.133955223880597,3.970149253731343,1.0,1.0,1.0,2.0606791044776123,2.05480578358209,2.0669013059701493,2.243462686567163,2.227535802238806,2.2614513432835817,0.23589717216357395,0.21476290403676168,0.2584771206208923,0.9260700389105058,0.8884754789819844,0.9640352004110997
geolife_adaptive_privic_10,geolife,privic,10.0,adaptive,8.0,67,67,0.3507888484421905,0.2971297169729969,0.40893532112589975,1.463402432185724,1.2589487797128374,1.646039503840871,6177.486609929984,5311.487745695768,6949.602989602051,0.3794334389425725,0.3513230078902374,0.40958339475600475,2.330206892445448,2.075508032635914,2.591507675713669,0.9126243781094526,0.8743703358208952,0.9487095771144277,15.700559701492544,14.189451181592043,17.190998134328353,2.998473469602181,2.8363488438032523,3.159310135812449,0.015625,0.015625,0.015625,0.10469882337681855,0.0926033649095793,0.11555521348666613,0.9908854166666667,0.9772727272727273,1.0,3.716417910447761,3.2832089552238806,4.119402985074627,1.0,1.0,1.0,2.066253731343284,2.0591402985074634,2.0746046641791045,2.2669201492537305,2.231039888059701,2.3155909701492536,0.21314833786595194,0.19791508860658188,0.2285226190741101,0.9688715953307392,0.9402970208717369,0.9959349593495935
static_adaptive_none_1,static,none,1.0,adaptive,8.0,20,80,0.4972204601503479,0.4558897258507447,0.5407952444018392,1.2791671276989414,1.131564665001394,1.4313981798471387,1279.1671276989414,1131.5646650013941,1431.3981798471389,0.5185450387458215,0.4838397062504061,0.5550588081488399,1.596873627570553,1.4540157478586515,1.7513958019960305,0.9846354166666667,0.9755208333333334,0.9924479166666667,14.38203125,12.731022135416666,16.16938802083333,2.2765760855749386,2.0730553335030564,2.4694441216569634,0.015625,0.015625,0.015625,0.09682689906961582,0.08472475307532071,0.10962736636550895,1.0,1.0,1.0,3.4625,3.025,3.95,1.0,1.0,1.0,2.1658687500000005,2.1544421875000004,2.17839890625,2.4562,2.424737875,2.4899794218749998,0.09403458081178953,0.08040297828076884,0.10718888553209201,1.0,1.0,1.0
static_adaptive_random_0.15,static,random,0.15,adaptive,8.0,20,80,0.05618220552884494,0.03427069502961298,0.08092220252767092,3.067277527752416,2.831589030943434,3.3177559174322826,3067.277527752415,2831.589030943434,3317.7559174322814,0.05786137656200787,0.03920771966431857,0.08180435536816448,3.661569667644624,3.5060003483566398,3.8092071732674078,0.9760416666666666,0.9544205729166666,0.990625,46.67942708333334,43.113203125,50.075247395833344,5.306293209802744,5.071523711505961,5.513055599867186,0.015625,0.015625,0.015625,0.015454417217102504,0.010533522951244828,0.020460005830212916,0.4291666666666667,0.31239583333333326,0.5376041666666665,0.55,0.375,0.725,1.0,1.0,1.0,2.14898125,2.1403687500000004,2.15836375,2.4740312500000003,2.4381519531249993,2.51462290625,0.059040759248695084,0.04722804927136039,0.07225104185833502,0.1588447653429603,0.11454444935869086,0.20486548261390886
static_adaptive_random_0.3,static,random,0.3,adaptive,8.0,20,80,0.11307646352178022,0.07461827464651023,0.15854911270442199,2.545735266455604,2.29776402594605,2.8136754437437594,2545.735266455604,2297.7640259460504,2813.675443743759,0.13251406461817763,0.10268304887179139,0.1641081034578591,3.1723759969705245,2.9791882030147856,3.3578409140283445,0.9747395833333332,0.9562369791666665,0.9901041666666666,35.896875,32.215722656250016,39.95360677083334,4.581912499958493,4.315285200425783,4.844368750131158,0.015625,0.015625,0.015625,0.030469392029107017,0.024760572652404483,0.036826205031571774,0.7374999999999999,0.6457291666666666,0.8209375,1.0875,0.875,1.3125,1.0,1.0,1.0,2.16144375,2.1364867187500005,2.19037,2.506825,2.4445892343750004,2.5898097968750005,0.09241674472530667,0.07361442408317907,0.10995038785337956,0.31407942238267145,0.2551584171014124,0.38407190635451505
static_adaptive_random_0.5,static,random,0.5,adaptive,8.0,20,80,0.21519839217163717,0.1474496730670513,0.28356404511418265,2.1309854776865693,1.9060457911001711,2.379838418877464,2130.9854776865695,1906.0457911001706,2379.8384188774635,0.22506681886356877,0.17110269812399054,0.27883619085753625,2.7184687966545003,2.5003992959620103,2.9427925467048386,0.9809895833333335,0.9630208333333334,0.9942708333333332,29.02135416666667,26.329114583333332,31.964967447916663,3.9444744167256793,3.6489117332203596,4.255863272621084,0.015625,0.015625,0.015625,0.04772057972472422,0.03978349159442,0.055720263522318916,0.8791666666666668,0.8083333333333332,0.9458333333333332,1.7,1.425,1.975,1.0,1.0,1.0,2.1664125,2.1557368750000006,2.1805251562500003,2.47007875,2.43254625,2.5127788749999995,0.10659965166774177,0.09272195911267549,0.12080427095286532,0.49097472924187724,0.42306451612903223,0.567481336425973
static_adaptive_random_0.7,static,random,0.7,adaptive,8.0,20,80,0.3253620117464239,0.26101249472149524,0.38769847390585005,1.7717076794438094,1.577085450447048,1.9944011154941843,1771.707679443809,1577.0854504470476,1994.401115494184,0.3348496484299966,0.2765789290540776,0.39194612292041764,2.262339845938606,2.055631998101663,2.4824160154951596,0.9815104166666666,0.9645833333333333,0.9942708333333334,22.09609375,19.961848958333338,24.80481770833333,3.2554980413402843,2.9702973709992175,3.5702388640112197,0.015625,0.015625,0.015625,0.06302048113932227,0.05399078459304019,0.07162446861422395,0.9583333333333334,0.9083333333333334,1.0,2.25,1.925,2.55,1.0,1.0,1.0,2.1294125,2.12080609375,2.1390564062500004,2.4114250000000004,2.3744632187500003,2.4629135468750003,0.11550697070212901,0.09798577923032728,0.13413047160558333,0.6498194945848376,0.5816476031358436,0.7246776326665564
