condition,method,param,side,n_clusters,hit,hit_low,hit_high,peak,peak_low,peak_high,covered95,covered95_low,covered95_high,error_cells,error_cells_low,error_cells_high,logloss,logloss_low,logloss_high,ece,ece_low,ece_high,gate_us_p50,gate_us_p50_low,gate_us_p50_high,gate_us_p95,gate_us_p95_low,gate_us_p95_high,utility,utility_low,utility_high
legitimate_fraction_0.9_bsp,bsp,0.1,8.0,10,0.0794807696025879,0.048681412552069994,0.11169012774317556,0.05679589166326312,0.053746443958770485,0.05926474878235636,0.9614583333333332,0.9458203124999999,0.9776041666666666,2.9437070156786413,2.697987381741789,3.2666930229226097,3.5232372776905536,3.4588779992852308,3.5968770707643527,0.0821133060682361,0.060067352374929626,0.10333344574515402,17.597450000000002,17.494738125,17.719854062499998,19.6928125,19.00106534375,20.509010625,0.5555555555555556,0.4769656395206652,0.6250182748538011
side_4_none,none,1.0,4.0,10,0.3342932111291486,0.2843244019435425,0.3816002970553751,0.3409225898124631,0.3281435859299986,0.35678310819718434,0.9520833333333334,0.9380078124999999,0.9651041666666667,1.0729707033693892,0.9527367261399179,1.2084907189731013,1.951164753124018,1.865677945125807,2.0509831575917,0.1842110458820983,0.17204482329247145,0.19650296692849925,2.1697875,2.1598875000000004,2.1801759374999996,2.50545125,2.4645831875,2.5480468437499995,1.0,1.0,1.0
side_4_random,random,0.5,4.0,10,0.17346421807359308,0.1426857906633297,0.21703449252570345,0.20677942408650368,0.19317119078358097,0.22110924423420897,0.94375,0.9234375,0.9624999999999998,1.5882914291815653,1.466778406912266,1.7017121231289967,2.424484984917459,2.3369785761588626,2.5217890154187996,0.14550496687801262,0.12319000836124282,0.17626692896372856,2.1978375,2.1847778124999997,2.2134624999999994,2.5757737499999998,2.51197096875,2.6395209687500003,0.49491525423728816,0.46416103415199983,0.5326146461440813
side_4_bsp,bsp,0.1,4.0,10,0.07540147569444444,0.059958224826388885,0.09158013237847222,0.08800585377853713,0.08717067822268902,0.08896807030172485,0.9744791666666666,0.9583333333333334,0.9885416666666667,1.9931856999907125,1.9463255254438456,2.0433016644937854,2.72914430114271,2.698671348003917,2.7579261717536814,0.044173991829269336,0.037720822908480243,0.05295389846924904,17.156799999999997,17.101124375,17.2235615625,18.44172125,18.101226437500003,18.810239468749998,0.10847457627118644,0.07715753386289032,0.14591427152670222
side_16_none,none,1.0,16.0,10,0.05158265153130388,0.03050005491264877,0.07193925831434028,0.06329622288887632,0.05215939536952469,0.07621958840183123,0.9369791666666666,0.890625,0.9739583333333333,4.517375749290844,3.7139943863143374,5.419424268889489,4.255002719715195,3.935124637993494,4.587364034833464,0.062455460942572,0.051182056400102774,0.07313233232435254,2.4834,2.456324375,2.5109768750000003,3.404713749999999,3.1913101249999998,3.6509062812499993,1.0,1.0,1.0
side_16_random,random,0.5,16.0,10,0.024412235243692727,0.008828970416269049,0.04202429007754172,0.02531849042010576,0.020019192703604492,0.030571000823185514,0.9401041666666666,0.9077994791666667,0.9708463541666665,6.219023177536491,5.614768711783631,6.7956915525921895,4.876723607326448,4.705949476178545,5.044830010535325,0.03245865967832806,0.019966087539660067,0.04720047645930995,2.5427875,2.4552375000000004,2.6568503125000005,4.10891,3.2682028124999998,5.360885562499999,0.5,0.40535798956851593,0.6
side_16_bsp,bsp,0.1,16.0,10,0.025718032916519244,0.015379675452856604,0.036335365038245894,0.03909086906644882,0.035895169088263706,0.0421857910234979,0.953125,0.9249869791666667,0.9749999999999999,4.690213616034049,4.422974403177192,4.960702364599859,4.370537162878806,4.234433387566446,4.481309160178403,0.03530579038668207,0.029027847626454037,0.04141822026882881,19.683362499999998,19.138034375,20.243958125,32.636377499999995,26.396708750000002,39.05465099999999,0.8103448275862069,0.7254901960784313,0.8947642543859649
reset_every_1_none,none,1.0,8.0,10,0.028767102761243373,0.024545953336846893,0.033044663525132266,0.02843635620819578,0.02435415042186319,0.0326968355755586,0.9661458333333334,0.9505208333333334,0.9807291666666667,3.865653714686909,3.7484217297114366,3.9777227397432644,3.9801084208494375,3.954968550540529,4.009370118109767,0.0015229389341708912,0.0012181190217902494,0.0018504164682399808,2.217725,2.2072868750000003,2.23333875,2.596055,2.54595578125,2.675781875,1.0,1.0,1.0
reset_every_1_random,random,0.5,8.0,10,0.023939835482804227,0.020717605510085977,0.027146791811342583,0.023606107232942264,0.020907086090209165,0.02654251276647188,0.9557291666666666,0.9432161458333332,0.9677083333333334,3.9876589156608233,3.85243862609165,4.1205717928633545,4.079584357218451,4.058374739733185,4.099891857182799,0.002249688985302985,0.0018316936612415766,0.0027195654109767845,2.2098249999999995,2.2009990624999998,2.2202631250000007,2.560175,2.5161634062500005,2.6087818749999996,0.4782608695652174,0.4260766745005875,0.529802560047445
reset_every_1_bsp,bsp,0.1,8.0,10,0.0197836578207672,0.019359505466683205,0.020158236710482808,0.019445428359193807,0.019089252886624948,0.019767412663983196,0.9510416666666666,0.9119791666666666,0.9833333333333332,3.929783249214889,3.8183275139519486,4.048650346729282,4.04373052122303,4.032522892112781,4.0543659313238125,0.0014911300757345677,0.001173301260243382,0.0018246257877651982,17.303087499999997,17.2625128125,17.3545625,18.3101375,18.135427124999996,18.52834984375,0.7463768115942029,0.6744142001409443,0.8244417938931298
reset_every_4_none,none,1.0,8.0,10,0.044495435546584,0.03616875219383878,0.05344776545037906,0.04659434495638945,0.03764860886725367,0.05598539829576277,0.9645833333333333,0.9520833333333334,0.9750130208333333,3.5331398925131703,3.3943932251020206,3.656854386458926,3.757304668522962,3.6960765330491725,3.8171035779820954,0.01707217552297457,0.014328401776333032,0.019886456786102666,2.2573375,2.2380534375,2.2796746874999996,2.70706,2.62793753125,2.8092459999999995,1.0,1.0,1.0
reset_every_4_random,random,0.5,8.0,10,0.032881063562000885,0.02647262996084466,0.04060661239307429,0.03377074997375324,0.027439635562410043,0.040891409762451716,0.9625,0.9531249999999998,0.9713541666666667,3.848991978464692,3.665220847081777,4.029449581111163,3.9733709594673585,3.92000451173224,4.021722500763289,0.011480986339406,0.009044045291841591,0.013894120013507729,2.306225,2.25254875,2.3594493750000005,2.80531,2.6588154375,2.9598433749999997,0.4782608695652174,0.4260766745005875,0.529802560047445
reset_every_4_bsp,bsp,0.1,8.0,10,0.025283831953123788,0.023353079803546818,0.02736718570140004,0.026776755435473854,0.025453229238089986,0.027977809055060067,0.95,0.9135286458333333,0.9796874999999998,3.628275764147385,3.5006737291005328,3.7628436086617127,3.8772877260111462,3.849753273445193,3.9045715740196294,0.006258638472328678,0.005201619313155102,0.007319485570054363,17.4744375,17.4218740625,17.5255746875,18.585312499999997,18.341001249999998,18.852845499999997,0.7391304347826086,0.664012661637931,0.820901589612911
reset_every_12_none,none,1.0,8.0,10,0.09992990113902259,0.07162770626061507,0.1276542702537589,0.09679906491428338,0.08008119083421254,0.11390419944822182,0.9557291666666666,0.9359375,0.9692708333333332,2.965542308196153,2.7970391932039225,3.1414869803590753,3.354950964307013,3.250993937917391,3.4674552456128045,0.08545193993950044,0.06932202722306295,0.10302300584190656,2.2089624999999997,2.1933,2.224675,2.6408074999999998,2.5551329375,2.73540246875,1.0,1.0,1.0
reset_every_12_random,random,0.5,8.0,10,0.04215942736417647,0.02549490407903166,0.05971404298384621,0.05131636726152823,0.04013903966762359,0.06395624329031517,0.946875,0.925,0.9666666666666666,3.702359555909834,3.4412070672298247,3.9487139268214158,3.804400461175711,3.7148462003147866,3.8830447449175907,0.03852668604906291,0.02838990920347194,0.048503459059116946,2.2526875,2.222413125,2.2855481249999996,2.8429387499999996,2.6171380937499995,3.1408891562499996,0.4782608695652174,0.4260766745005875,0.529802560047445
reset_every_12_bsp,bsp,0.1,8.0,10,0.040602155871309095,0.032218179246805125,0.048590164833049315,0.044908203523761944,0.04230484002794009,0.047332860267316215,0.9598958333333334,0.9380078125000001,0.9802083333333333,3.3252216175000866,3.193785273548017,3.4497942965609676,3.6438180222425465,3.6011537436225285,3.6957529774661597,0.02898668078968994,0.020602747669496147,0.03630836406802276,17.380775,17.306374062499998,17.4531790625,18.985679999999995,18.505859968750002,19.5903659375,0.6521739130434783,0.5855223042362002,0.73157564424407
