condition,scenario,method,param,attack,side,n_clusters,n_trajectories,cap_violations,hit,hit_low,hit_high,error_cells,error_cells_low,error_cells_high,error_m,error_m_low,error_m_high,peak,peak_low,peak_high,logloss,logloss_low,logloss_high,covered95,covered95_low,covered95_high,credible95,credible95_low,credible95_high,entropy,entropy_low,entropy_high,prior_hit,prior_hit_low,prior_hit_high,raw_completion,raw_completion_low,raw_completion_high,coverage,coverage_low,coverage_high,reward,reward_low,reward_high,latency_slots,latency_slots_low,latency_slots_high,gate_us_p50,gate_us_p50_low,gate_us_p50_high,gate_us_p95,gate_us_p95_low,gate_us_p95_high,ece,ece_low,ece_high,utility,utility_low,utility_high
walk_adaptive_bsp_0.1,walk,bsp,0.1,adaptive,8.0,20,80,0.0,0.05903409581674766,0.03752503319795801,0.08266113474515573,2.85040950806546,2.643828580837476,3.0509318650997916,2850.4095080654597,2643.828580837476,3050.931865099792,0.06779980789755188,0.06624999368160935,0.06944575711964845,3.4270975096959093,3.3419919019193607,3.5074544252912676,0.94921875,0.9309895833333334,0.9666666666666666,33.65833333333334,32.44578776041667,34.84673177083334,4.920139461450874,4.872030073877302,4.967506861333997,0.015625,0.015625,0.015625,0.04704845522929654,0.04002479921734189,0.055446308820957524,0.6326388888888889,0.5406822916666666,0.7312690972222221,1.7125,1.4621875,2.025,1.0,1.0,1.0,16.797631250000002,16.736200156250003,16.868476562500003,18.706388125,17.881937406249996,20.167276187499997,0.06596445541103871,0.05323461342693747,0.08196120455953147,0.48928571428571427,0.4222222222222222,0.5584959132228249
walk_adaptive_bsp_0.2,walk,bsp,0.2,adaptive,8.0,20,80,0.0,0.10689619899135083,0.07870783448810596,0.13876099426453037,2.3174774045812674,2.1135107840128287,2.533068416092263,2317.4774045812674,2113.510784012829,2533.0684160922624,0.10127195770895318,0.09794508963856739,0.10502344154308002,3.1918867252373575,3.071908500310034,3.313902271288211,0.9481770833333332,0.9302083333333334,0.965625,29.83125,28.6186328125,31.038131510416665,4.60185637414078,4.537800022564459,4.660760936400889,0.015625,0.015625,0.015625,0.06902534421495846,0.058535569689559794,0.0803233613625786,0.7924305555555555,0.708734375,0.866875,2.4875,2.1,2.8875,1.0,1.0,1.0,16.5617375,16.516974531250003,16.6116940625,17.861506875,17.593118015625002,18.265252249999996,0.10180570228348307,0.08295809562125435,0.12368812973021144,0.7107142857142857,0.6428510063819343,0.767276955602537
walk_adaptive_bsp_0.4,walk,bsp,0.4,adaptive,8.0,20,80,0.0,0.13188621252226182,0.11061370561788801,0.15577570052099837,2.1971650027315306,2.0527544022412236,2.345187310613462,2197.1650027315304,2052.754402241223,2345.1873106134626,0.12639990883464786,0.11824738471870469,0.13406018186190125,3.0800034370205256,2.977035146701704,3.185421939124563,0.95625,0.9450520833333333,0.9666666666666668,27.86484375,26.394121093749998,29.384147135416665,4.422855089574481,4.336817494864752,4.515720177745188,0.015625,0.015625,0.015625,0.08554021426286837,0.07231580045673465,0.09877923374526114,0.9015972222222223,0.8529826388888888,0.9454270833333333,3.075,2.6,3.55,1.0,1.0,1.0,16.777156249999997,16.728516406249998,16.83285796875,18.271496875,18.021301390625,18.57093496875,0.11642409812322256,0.10324322844973517,0.13019938349521493,0.8785714285714286,0.8312164192696475,0.9213144028103044
walk_adaptive_positive_only_0.1,walk,positive_only,0.1,adaptive,8.0,20,80,0.0,0.06486091873341432,0.04452258080558823,0.08982229298764866,2.674980293996393,2.463488822882752,2.875687147295344,2674.980293996394,2463.4888228827526,2875.6871472953444,0.07318368180062108,0.07126269348163759,0.07516676602209472,3.36524020940668,3.262947880846247,3.4708348253832835,0.9572916666666668,0.9390559895833331,0.9750065104166665,33.819270833333334,32.80274739583333,34.86287760416667,4.896180946145354,4.857163123877605,4.93352095168728,0.015625,0.015625,0.015625,0.04539909245645678,0.038389327228343616,0.054066420909771234,0.5920833333333333,0.49623958333333335,0.6962812499999999,1.65,1.3875,1.975,1.0,1.0,1.0,8.84223125,8.767005,8.9060615625,9.9000325,9.691780968749999,10.135061671875,0.07713233593879354,0.06509308403823874,0.09104426301285795,0.4714285714285714,0.4050537657169468,0.5434035537644257
commute_fixed_none_1,commute,none,1.0,fixed,8.0,20,80,0.0,0.06052473957864518,0.05071989650003203,0.07022585936285186,3.1750289210562324,3.010428649783001,3.349966558409458,3175.0289210562323,3010.428649783001,3349.9665584094582,0.10816659201374863,0.09830607820737082,0.11894800507277416,4.24645199264145,4.130020923903255,4.372601567954215,0.7971354166666667,0.7723958333333334,0.8184960937500001,33.68619791666667,32.0056640625,35.31606770833333,4.7484086336559574,4.643684707853939,4.85220375590088,0.015625,0.015625,0.015625,0.08919354094645834,0.07719021450878465,0.10296304211433832,1.0,1.0,1.0,3.2375,2.8125,3.7378124999999995,1.0,1.0,1.0,2.301025,2.28487453125,2.3182198437499992,2.71878125,2.6792612656249997,2.76235909375,0.07129740823069801,0.06616802458712577,0.07710692806935132,1.0,1.0,1.0
commute_fixed_random_0.15,commute,random,0.15,fixed,8.0,20,80,0.0,0.02128067821913454,0.01430728357703104,0.029094546838952396,4.419006769300217,4.179402324805965,4.685765654377491,4419.006769300217,4179.402324805964,4685.765654377491,0.03249303914680219,0.02753909707227776,0.038240648223884045,4.205864343231829,4.140975465240084,4.276251797201184,0.91484375,0.8953125,0.9328124999999998,54.115364583333324,52.8621875,55.43283854166666,5.729945750694766,5.662751114992643,5.791163075362933,0.015625,0.015625,0.015625,0.01518427412333325,0.011028941636020029,0.019774304501453403,0.2181944444444444,0.15776909722222218,0.27743402777777776,0.55,0.4,0.7125,1.0,1.0,1.0,2.2211125,2.20209984375,2.2391001562499997,2.638389375,2.608074140625,2.6700801875,0.028459734982189296,0.025005046789258696,0.03225829052384323,0.16988416988416988,0.12851132155079462,0.20785067873303167
commute_fixed_random_0.3,commute,random,0.3,fixed,8.0,20,80,0.0,0.03232311210662051,0.022155928133103953,0.04380659622778202,4.093985396936678,3.829786231052514,4.386597401896471,4093.9853969366777,3829.786231052514,4386.59740189647,0.04750819737457086,0.040586102357653316,0.05575806222777811,4.222484134117162,4.126054441458347,4.326009023538049,0.8848958333333332,0.8653580729166666,0.9026041666666668,48.78125,47.08491536458333,50.286490885416676,5.517256731930165,5.424644247008359,5.5950739627511235,0.015625,0.015625,0.015625,0.03062248226854595,0.02359910574371123,0.03744613318318996,0.40694444444444444,0.31287500000000007,0.4911197916666667,1.1125,0.8625,1.3625,1.0,1.0,1.0,2.22579375,2.2080829687500003,2.2461078125000005,2.6745306249999996,2.6180793749999998,2.7618580625,0.039452240089696354,0.034439590575499224,0.04549764519929581,0.3436293436293436,0.26951356423078177,0.41954528206425495
commute_fixed_random_0.5,commute,random,0.5,fixed,8.0,20,80,0.0,0.0428099505719746,0.03174166900344613,0.05486886873849676,3.7310658811860486,3.509944681776872,3.9863857220371823,3731.0658811860476,3509.944681776871,3986.3857220371815,0.06517955866881497,0.05720117715938221,0.0747096310527813,4.227562675374892,4.107593416515349,4.363489560080606,0.8541666666666666,0.8281184895833333,0.8768294270833334,43.88619791666666,42.04598958333333,45.642018229166666,5.279257352651081,5.178286165976611,5.373372198773004,0.015625,0.015625,0.015625,0.04515259790839861,0.036909067396290955,0.05348009338213506,0.5659722222222221,0.4781753472222222,0.6452777777777776,1.6375,1.325,1.9378124999999997,1.0,1.0,1.0,2.2135625,2.2034054687499998,2.2249948437500002,2.630209375,2.58631709375,2.6795566875000003,0.048165704236188,0.041677617526103675,0.054491676047872896,0.5057915057915058,0.4325186635740269,0.5696881403688525
commute_fixed_random_0.7,commute,random,0.7,fixed,8.0,20,80,0.0,0.0472025183629799,0.03622952699026651,0.05867761978757988,3.550802307400416,3.343273429453413,3.762297152689271,3550.802307400415,3343.2734294534125,3762.2971526892698,0.07969351838215558,0.07136817352604612,0.08925547143026319,4.245673135947427,4.124504086356598,4.383622990192165,0.8333333333333333,0.8072851562499997,0.85521484375,39.41067708333334,37.53891927083334,41.21674479166667,5.075742340906727,4.971212181417548,5.174733225747126,0.015625,0.015625,0.015625,0.0608940974506202,0.052315543689721675,0.06974680509904727,0.7268055555555556,0.634220486111111,0.8063315972222221,2.2125,1.8875,2.5375,1.0,1.0,1.0,2.2460937499999996,2.2338621875,2.2588628125000003,2.6896956249999997,2.6512730156249997,2.7297532968749993,0.05550612245765037,0.049791266633045346,0.06127630858771033,0.6833976833976834,0.6204199650457489,0.7488835424329454
commute_fixed_rate_2,commute,rate,2.0,fixed,8.0,20,80,0.0,0.04067991001497995,0.03238620538086661,0.04921572931724494,3.714280065200976,3.542677311632652,3.9209592662036203,3714.2800652009755,3542.6773116326513,3920.95926620362,0.07070340952938031,0.06301840304021773,0.07934780476265703,4.232099404586536,4.133172225399017,4.352139514074372,0.846875,0.8257682291666667,0.8664127604166667,41.25208333333333,39.61656901041666,42.78962890625,5.173747491151316,5.079890469892398,5.264837665865688,0.015625,0.015625,0.015625,0.047987807982205775,0.040613748215216273,0.056478728816337115,0.5668055555555555,0.5060190972222222,0.6302083333333333,1.7375,1.475,2.05,1.0,1.0,1.0,2.31171875,2.3007934374999994,2.3244371875,2.7532362499999996,2.7175160468749997,2.78841396875,0.050632949422758824,0.04450207218257677,0.057839168763591485,0.5366795366795367,0.48017511742567903,0.598395124901149
